panel,series,Rg_over_lc,Re_over_lc,position_class
10 C,living worms,0.147097,0.272103,0
10 C,living worms,0.110081,0.248968,0
10 C,living worms,0.0686266,0.195515,0
10 C,living worms,0.06973,0.160581,0
10 C,living worms,0.0618166,0.0225969,0
10 C,living worms,0.0727385,0.147757,0
10 C,living worms,0.0926476,0.178308,0
10 C,living worms,0.0873943,0.251181,0
10 C,living worms,0.102959,0.208355,0
10 C,living worms,0.102199,0.175249,0
10 C,living worms,0.106511,0.169512,0
10 C,living worms,0.103673,0.148532,0
10 C,living worms,0.102039,0.0473363,0
10 C,living worms,0.0922992,0.201912,0
10 C,living worms,0.0728979,0.098177,0
10 C,living worms,0.0831116,0.0435178,0
10 C,living worms,0.0866206,0.141845,0
10 C,living worms,0.0822095,0.0465847,0
10 C,living worms,0.0883414,0.0918464,0
10 C,living worms,0.093293,0.103211,0
10 C,living worms,0.0751422,0.206995,0
10 C,living worms,0.0828592,0.18068,0
10 C,living worms,0.0914895,0.247598,0
10 C,living worms,0.0891201,0.210499,0
10 C,living worms,0.0962277,0.0338067,0
10 C,living worms,0.0827988,0.162302,0
10 C,living worms,0.0688949,0.16664,0
10 C,living worms,0.0678349,0.144176,0
10 C,living worms,0.0596741,0.124108,0
10 C,living worms,0.0557889,0.0917728,0
10 C,living worms,0.0685397,0.152617,0
10 C,living worms,0.0746925,0.136118,0
10 C,living worms,0.0658749,0.161174,0
10 C,living worms,0.0719352,0.144155,0
10 C,living worms,0.0713718,0.195007,0
10 C,living worms,0.0673591,0.0706227,0
10 C,living worms,0.0703667,0.127598,0
10 C,living worms,0.0809319,0.135071,0
10 C,living worms,0.0725537,0.175001,0
10 C,living worms,0.0738142,0.127792,0
10 C,living worms,0.0979684,0.0497646,0
10 C,living worms,0.098856,0.0906614,0
10 C,living worms,0.0924623,0.201518,0
10 C,living worms,0.0884439,0.0458864,0
10 C,living worms,0.101294,0.210788,0
10 C,living worms,0.0922114,0.011626,0
10 C,living worms,0.0929238,0.132154,0
10 C,living worms,0.0925495,0.265821,0
10 C,living worms,0.0911731,0.0149087,0
10 C,living worms,0.0955849,0.0103986,0
10 C,living worms,0.0859835,0.0115613,0
10 C,living worms,0.0968086,0.193465,0
10 C,living worms,0.0542367,0.10477,0
10 C,living worms,0.0760656,0.0477312,0
10 C,living worms,0.0929848,0.0829902,0
10 C,living worms,0.0940872,0.0974939,0
10 C,living worms,0.0527249,0.110389,0
10 C,living worms,0.0580436,0.167897,0
10 C,living worms,0.0604429,0.161188,0
10 C,living worms,0.0612513,0.149916,0
10 C,living worms,0.0740828,0.222628,0
10 C,living worms,0.0799614,0.258099,0
10 C,living worms,0.0812106,0.00387534,0
10 C,living worms,0.0873627,0.264808,0
10 C,living worms,0.0939998,0.262266,0
10 C,living worms,0.091975,0.204994,0
10 C,living worms,0.0927321,0.20996,0
10 C,living worms,0.0939261,0.20996,0
10 C,living worms,0.0909085,0.21601,0
10 C,living worms,0.0878519,0.0122549,0
10 C,living worms,0.0880867,0.274042,0
10 C,living worms,0.0916055,0.199168,0
10 C,living worms,0.0896567,0.264822,0
10 C,living worms,0.0878331,0.0166685,0
10 C,living worms,0.097493,0.212841,0
10 C,living worms,0.0972708,0.186637,0
10 C,living worms,0.0915287,0.141463,0
10 C,living worms,0.0973726,0.245273,0
10 C,living worms,0.08405,0.286932,0
10 C,living worms,0.0914408,0.304536,0
10 C,living worms,0.0812246,0.245098,0
10 C,living worms,0.0805642,0.276007,0
10 C,living worms,0.0919349,0.265445,0
10 C,living worms,0.0881307,0.277085,0
10 C,living worms,0.0780616,0.147329,0
10 C,living worms,0.0737342,0.272208,0
10 C,living worms,0.0937318,0.342535,0
10 C,living worms,0.104829,0.368239,0
10 C,living worms,0.103091,0.37719,0
10 C,living worms,0.0983962,0.298409,0
10 C,living worms,0.101198,0.365116,0
10 C,living worms,0.112041,0.377787,0
10 C,living worms,0.11151,0.374928,0
10 C,living worms,0.103525,0.336965,0
10 C,living worms,0.0991869,0.192905,0
10 C,living worms,0.0995812,0.235664,0
10 C,living worms,0.0901855,0.265355,0
10 C,living worms,0.0903938,0.142125,0
10 C,living worms,0.0945726,0.111115,0
10 C,living worms,0.111892,0.237435,0
10 C,living worms,0.113365,0.257892,0
10 C,living worms,0.101004,0.00714577,0
10 C,living worms,0.114207,0.261492,0
10 C,living worms,0.0977741,0.195373,0
10 C,living worms,0.0993476,0.160502,0
10 C,living worms,0.0992802,0.227522,0
10 C,living worms,0.0954182,0.226305,0
10 C,living worms,0.101479,0.258102,0
10 C,living worms,0.104663,0.252121,0
10 C,living worms,0.121819,0.25325,0
10 C,living worms,0.0920383,0.234578,0
10 C,living worms,0.0930575,0.259028,0
10 C,living worms,0.0911664,0.22973,0
10 C,living worms,0.0755829,0.172381,0
10 C,living worms,0.0821358,0.306806,0
10 C,living worms,0.0916526,0.34447,0
10 C,living worms,0.0961222,0.31863,0
10 C,living worms,0.102405,0.333126,0
10 C,living worms,0.101237,0.357694,0
10 C,living worms,0.125771,0.0148077,0
10 C,living worms,0.125468,0.153363,0
10 C,living worms,0.162715,0.257052,0
10 C,living worms,0.147684,0.12539,0
10 C,living worms,0.157023,0.261397,0
10 C,living worms,0.114603,0.307227,0
10 C,living worms,0.111238,0.276334,0
10 C,living worms,0.107215,0.261742,0
10 C,living worms,0.106479,0.258581,0
10 C,living worms,0.106517,0.0252641,0
10 C,living worms,0.111013,0.0259677,0
10 C,living worms,0.113281,0.0859243,0
10 C,living worms,0.0999718,0.0848779,0
10 C,living worms,0.0967812,0.0105421,0
10 C,living worms,0.0875669,0.114339,0
10 C,living worms,0.10049,0.0159784,0
10 C,living worms,0.0860525,0.120529,0
10 C,living worms,0.085437,0.0338954,0
10 C,living worms,0.0991713,0.221136,0
10 C,living worms,0.100757,0.353895,0
10 C,living worms,0.098936,0.31316,0
10 C,living worms,0.101372,0.0089217,0
10 C,living worms,0.113893,0.221519,0
10 C,living worms,0.11106,0.258517,0
10 C,living worms,0.112966,0.229877,0
10 C,living worms,0.0933368,0.195933,0
10 C,living worms,0.0950023,0.132444,0
10 C,living worms,0.0773352,0.113786,0
10 C,living worms,0.0936528,0.2413,0
10 C,living worms,0.100138,0.223355,0
10 C,living worms,0.102304,0.224626,0
10 C,living worms,0.10683,0.18515,0
10 C,living worms,0.10296,0.273273,0
10 C,living worms,0.0988944,0.194123,0
10 C,living worms,0.106013,0.226371,0
10 C,living worms,0.0941437,0.206814,0
10 C,living worms,0.0755672,0.253354,0
10 C,living worms,0.0891589,0.128443,0
10 C,living worms,0.0879084,0.11403,0
10 C,living worms,0.108495,0.0713105,0
10 C,living worms,0.101584,0.0715942,0
10 C,living worms,0.10307,0.150581,0
10 C,living worms,0.110019,0.100535,0
10 C,living worms,0.11312,0.100736,0
10 C,living worms,0.110173,0.0995291,0
10 C,living worms,0.105925,0.105648,0
10 C,living worms,0.090152,0.158771,0
10 C,living worms,0.102848,0.223577,0
10 C,living worms,0.0957484,0.276195,0
10 C,living worms,0.0979612,0.118284,0
10 C,living worms,0.102875,0.049325,0
10 C,living worms,0.0875797,0.092295,0
10 C,living worms,0.0998314,0.0258517,0
10 C,living worms,0.0791375,0.0122549,0
10 C,living worms,0.0890263,0.0279992,0
10 C,living worms,0.100895,0.216638,0
10 C,living worms,0.0749234,0.232294,0
10 C,living worms,0.077764,0.203686,0
10 C,living worms,0.0818127,0.225364,0
10 C,living worms,0.0904752,0.125246,0
10 C,living worms,0.095001,0.124796,0
10 C,living worms,0.0938486,0.216576,0
10 C,living worms,0.109784,0.239049,0
10 C,living worms,0.106682,0.213292,0
10 C,living worms,0.101762,0.197532,0
10 C,living worms,0.093857,0.251811,0
10 C,living worms,0.107792,0.259946,0
10 C,living worms,0.0872019,0.122549,0
10 C,living worms,0.0940973,0.16438,0
10 C,living worms,0.115511,0.174451,0
10 C,living worms,0.10782,0.229432,0
10 C,living worms,0.115083,0.215606,0
10 C,living worms,0.119677,0.265295,0
10 C,living worms,0.147729,0.313642,0
10 C,living worms,0.14843,0.283332,0
10 C,living worms,0.163527,0.302676,0
10 C,living worms,0.130342,0.291092,0
10 C,living worms,0.161116,0.332765,0
10 C,living worms,0.151488,0.356929,0
10 C,living worms,0.166663,0.427132,4
10 C,living worms,0.142141,0.360029,4
10 C,living worms,0.154213,0.51718,4
10 C,living worms,0.135765,0.351724,4
10 C,living worms,0.164734,0.476325,4
10 C,living worms,0.184105,0.486248,0
10 C,living worms,0.219359,0.445467,4
10 C,living worms,0.195925,0.646411,4
10 C,living worms,0.194622,0.415904,4
10 C,living worms,0.2242,0.676472,4
10 C,living worms,0.223074,0.672834,4
10 C,living worms,0.219857,0.701453,4
10 C,living worms,0.231578,0.601541,3
10 C,living worms,0.206571,0.51218,2
10 C,living worms,0.177076,0.632345,2
10 C,living worms,0.222763,0.470595,2
10 C,living worms,0.21958,0.653693,2
10 C,living worms,0.266331,0.800584,2
10 C,living worms,0.215806,0.664437,2
10 C,living worms,0.213768,0.751666,2
10 C,living worms,0.25203,0.815438,2
10 C,living worms,0.201789,0.581213,2
10 C,living worms,0.211717,0.692753,2
10 C,living worms,0.229394,0.717063,2
10 C,living worms,0.23134,0.631471,1
10 C,living worms,0.184367,0.311335,1
10 C,living worms,0.21635,0.429621,1
10 C,living worms,0.189146,0.68139,1
10 C,living worms,0.209536,0.735115,1
10 C,living worms,0.214348,0.702415,1
10 C,living worms,0.152599,0.41798,1
10 C,living worms,0.192237,0.470666,1
10 C,living worms,0.185594,0.423249,1
10 C,living worms,0.185454,0.459276,1
10 C,living worms,0.147282,0.437747,1
10 C,living worms,0.17653,0.288389,1
10 C,living worms,0.176316,0.476325,1
10 C,living worms,0.189176,0.681506,1
10 C,living worms,0.182064,0.636371,1
10 C,living worms,0.171699,0.431458,1
10 C,living worms,0.164373,0.341004,1
10 C,living worms,0.150837,0.387412,1
10 C,living worms,0.114072,0.145126,1
10 C,living worms,0.116506,0.0901298,1
10 C,living worms,0.107977,0.0190247,1
10 C,living worms,0.122585,0.38837,1
10 C,living worms,0.144019,0.426647,1
10 C,living worms,0.199092,0.436565,1
10 C,living worms,0.184168,0.420064,1
10 C,living worms,0.215877,0.389687,1
10 C,living worms,0.199237,0.556394,1
10 C,living worms,0.231006,0.688753,1
10 C,living worms,0.20033,0.507406,1
10 C,living worms,0.209668,0.56745,1
10 C,living worms,0.204591,0.572882,1
10 C,living worms,0.21548,0.623785,1
10 C,living worms,0.203709,0.448665,1
10 C,living worms,0.195619,0.481624,1
10 C,living worms,0.208995,0.544054,1
10 C,living worms,0.208737,0.514626,1
10 C,living worms,0.211757,0.638866,1
10 C,living worms,0.194076,0.369216,1
10 C,living worms,0.161708,0.581626,1
10 C,living worms,0.160502,0.567741,1
10 C,living worms,0.127484,0.477765,1
10 C,living worms,0.1238,0.447284,1
10 C,living worms,0.131794,0.12207,1
10 C,living worms,0.105364,0.18898,1
10 C,living worms,0.113056,0.28613,1
10 C,living worms,0.102705,0.0252641,1
10 C,living worms,0.132518,0.062596,1
10 C,living worms,0.102351,0.289138,1
10 C,living worms,0.109069,0.276347,1
10 C,living worms,0.108213,0.360594,1
10 C,living worms,0.156901,0.323613,1
10 C,living worms,0.165337,0.435437,1
10 C,living worms,0.207881,0.593169,1
10 C,living worms,0.226203,0.665179,1
10 C,living worms,0.183237,0.593149,1
10 C,living worms,0.212732,0.712014,2
10 C,living worms,0.259731,0.857991,2
10 C,living worms,0.265763,0.793688,2
10 C,living worms,0.220111,0.727469,2
10 C,living worms,0.199339,0.266338,2
10 C,living worms,0.18154,0.177082,2
10 C,living worms,0.12587,0.452287,2
10 C,living worms,0.11809,0.340907,2
10 C,living worms,0.0979498,0.304277,2
10 C,living worms,0.0948987,0.239021,2
10 C,living worms,0.101489,0.247625,2
10 C,living worms,0.109682,0.309875,2
10 C,living worms,0.166965,0.446121,2
10 C,living worms,0.216073,0.576731,2
10 C,living worms,0.21245,0.758578,3
10 C,living worms,0.211941,0.745123,3
10 C,living worms,0.252736,0.831281,3
10 C,living worms,0.231178,0.74636,3
10 C,living worms,0.242119,0.792939,3
10 C,living worms,0.247967,0.795358,3
10 C,living worms,0.238621,0.805305,3
10 C,living worms,0.218289,0.72959,3
10 C,living worms,0.250488,0.85795,4
10 C,living worms,0.214788,0.664819,4
10 C,living worms,0.246717,0.786162,4
10 C,living worms,0.249291,0.859328,4
10 C,living worms,0.246422,0.816638,4
10 C,living worms,0.223045,0.765225,4
10 C,living worms,0.23672,0.777298,4
10 C,living worms,0.252658,0.789598,0
10 C,living worms,0.236097,0.69366,0
10 C,living worms,0.195049,0.59492,0
10 C,living worms,0.191223,0.545997,0
10 C,living worms,0.160536,0.532378,0
10 C,living worms,0.162347,0.246153,0
10 C,living worms,0.147726,0.454384,0
10 C,living worms,0.112347,0.308668,0
10 C,living worms,0.158109,0.471651,0
10 C,living worms,0.149818,0.311612,0
10 C,living worms,0.148343,0.425614,0
10 C,living worms,0.148649,0.459753,0
10 C,living worms,0.122574,0.194386,0
10 C,living worms,0.134615,0.406364,0
10 C,living worms,0.138835,0.386541,0
10 C,living worms,0.139506,0.305563,0
10 C,living worms,0.155131,0.336769,0
10 C,living worms,0.132225,0.336849,0
10 C,living worms,0.153223,0.287513,0
10 C,living worms,0.166223,0.485795,0
10 C,living worms,0.167457,0.500128,0
10 C,living worms,0.140736,0.434968,0
10 C,living worms,0.152946,0.26919,0
10 C,living worms,0.144042,0.279455,0
10 C,living worms,0.141692,0.311846,0
10 C,living worms,0.151714,0.248536,0
10 C,living worms,0.153626,0.248049,0
10 C,living worms,0.16082,0.246957,0
10 C,living worms,0.147856,0.255399,0
10 C,living worms,0.140345,0.228803,0
10 C,living worms,0.122513,0.240771,0
10 C,living worms,0.137894,0.21752,0
10 C,living worms,0.108201,0.176624,0
10 C,living worms,0.106605,0.1925,0
10 C,living worms,0.115381,0.0993176,0
10 C,living worms,0.112703,0.253866,0
10 C,living worms,0.108234,0.229088,0
10 C,living worms,0.110611,0.134854,0
10 C,living worms,0.112542,0.168254,0
10 C,living worms,0.118842,0.17911,0
10 C,living worms,0.0982525,0.0661878,0
10 C,living worms,0.0965977,0.0137014,0
10 C,living worms,0.0801186,0.0148077,0
10 C,living worms,0.103041,0.0103986,0
10 C,living worms,0.0849876,0.0512073,0
10 C,living worms,0.0943004,0.0624038,0
10 C,living worms,0.092941,0.049325,0
10 C,living worms,0.0942575,0.212604,0
10 C,living worms,0.0946238,0.18018,0
10 C,living worms,0.0892868,0.0218192,0
10 C,living worms,0.109631,0.122843,0
10 C,living worms,0.0797447,0.137091,0
10 C,living worms,0.0855477,0.187023,0
10 C,living worms,0.0968753,0.107187,0
10 C,living worms,0.0918496,0.0699496,0
10 C,living worms,0.0925846,0.017331,0
10 C,living worms,0.0952238,0.133736,0
10 C,living worms,0.0669121,0.120029,0
10 C,living worms,0.093095,0.0775552,0
10 C,living worms,0.0785813,0.209917,0
10 C,living worms,0.0936058,0.178219,0
10 C,living worms,0.1026,0.208524,0
10 C,living worms,0.0854336,0.230108,0
10 C,living worms,0.0772506,0.147467,0
10 C,living worms,0.0930044,0.0520076,0
10 C,living worms,0.0887762,0.0565853,0
10 C,living worms,0.0906126,0.00988022,0
10 C,living worms,0.0833308,0.178644,0
10 C,living worms,0.0818367,0.0109611,0
10 C,living worms,0.088829,0.246235,0
10 C,living worms,0.0923778,0.295689,0
10 C,living worms,0.0947666,0.234351,0
10 C,living worms,0.0832582,0.253543,0
10 C,living worms,0.0789279,0.250027,0
10 C,living worms,0.0987605,0.256327,0
10 C,living worms,0.106267,0.25893,0
10 C,living worms,0.0911241,0.0217157,0
10 C,living worms,0.0880231,0.238999,0
10 C,living worms,0.098732,0.0723455,0
10 C,living worms,0.0914595,0.177455,0
10 C,living worms,0.0920422,0.154456,0
10 C,living worms,0.0887007,0.231621,0
10 C,living worms,0.0851002,0.26011,0
10 C,living worms,0.0869294,0.226517,0
10 C,living worms,0.0955128,0.221529,0
10 C,living worms,0.106405,0.185535,0
10 C,living worms,0.083769,0.244269,0
10 C,living worms,0.0991009,0.193643,0
10 C,living worms,0.0930378,0.200838,0
10 C,living worms,0.0824146,0.0112985,0
10 C,living worms,0.0972044,0.0151585,0
10 C,living worms,0.0973901,0.258935,0
10 C,living worms,0.101334,0.0132557,0
10 C,living worms,0.0943066,0.22746,0
10 C,living worms,0.0923463,0.0416847,0
10 C,living worms,0.0906422,0.0137014,0
10 C,living worms,0.0884559,0.0506173,0
10 C,living worms,0.0926455,0.0438445,0
10 C,living worms,0.0849076,0.195238,0
10 C,living worms,0.0893413,0.14833,0
10 C,living worms,0.0886131,0.160296,0
10 C,living worms,0.10736,0.249687,0
10 C,living worms,0.092918,0.226242,0
10 C,living worms,0.0974199,0.240702,0
10 C,living worms,0.10501,0.203936,0
10 C,living worms,0.113411,0.15704,0
10 C,living worms,0.109709,0.243376,0
10 C,living worms,0.117804,0.143571,0
10 C,living worms,0.108078,0.0248143,0
10 C,living worms,0.122785,0.265162,0
10 C,living worms,0.101317,0.18857,0
10 C,living worms,0.102311,0.0788991,0
10 C,living worms,0.103528,0.214685,0
10 C,living worms,0.101654,0.114102,0
10 C,living worms,0.0992716,0.0526961,0
10 C,living worms,0.101545,0.172794,0
10 C,living worms,0.102754,0.0976786,0
10 C,living worms,0.105228,0.0240771,0
10 C,living worms,0.107741,0.223329,0
10 C,living worms,0.0866246,0.214517,0
10 C,living worms,0.088061,0.233712,0
10 C,living worms,0.0857448,0.213461,0
10 C,living worms,0.0858552,0.255951,0
10 C,living worms,0.0866816,0.256701,0
10 C,living worms,0.0838142,0.277018,0
10 C,living worms,0.0964047,0.27425,0
10 C,living worms,0.107999,0.177814,0
10 C,living worms,0.0939462,0.224479,0
10 C,living worms,0.104102,0.160441,0
10 C,living worms,0.101586,0.234351,0
10 C,living worms,0.0843918,0.249209,0
10 C,living worms,0.0814989,0.24979,0
10 C,living worms,0.0814579,0.219376,0
10 C,living worms,0.0881249,0.0137014,0
10 C,living worms,0.0948188,0.212858,0
10 C,living worms,0.0896185,0.153186,0
10 C,living worms,0.100632,0.274083,0
10 C,living worms,0.108026,0.195126,0
10 C,living worms,0.0920512,0.242635,0
10 C,living worms,0.090441,0.238732,0
10 C,living worms,0.0906343,0.18898,0
10 C,living worms,0.0997723,0.197775,0
10 C,living worms,0.102478,0.18652,0
10 C,living worms,0.102929,0.153397,0
10 C,living worms,0.0964164,0.193957,0
10 C,living worms,0.105239,0.249606,0
10 C,living worms,0.113468,0.305071,0
10 C,living worms,0.117202,0.215812,0
10 C,living worms,0.0919191,0.226477,0
10 C,living worms,0.0850328,0.184561,0
10 C,living worms,0.0920408,0.20013,0
10 C,living worms,0.0999282,0.158259,0
10 C,living worms,0.0973816,0.00988022,0
10 C,living worms,0.0969371,0.0994536,0
10 C,living worms,0.0968349,0.273573,0
10 C,living worms,0.0910515,0.0196461,0
10 C,living worms,0.0837491,0.0605348,0
10 C,living worms,0.0924014,0.0996874,0
10 C,living worms,0.0959289,0.0367647,0
10 C,living worms,0.104152,0.0606834,0
10 C,living worms,0.0930068,0.125486,0
10 C,living worms,0.0963844,0.112478,0
10 C,living worms,0.0822291,0.195069,0
10 C,living worms,0.100214,0.288771,0
10 C,living worms,0.0900596,0.236634,0
10 C,living worms,0.0928668,0.256701,0
10 C,living worms,0.0836283,0.196873,0
10 C,living worms,0.0845618,0.287011,0
10 C,living worms,0.0845296,0.22854,0
10 C,living worms,0.0868702,0.235122,0
10 C,living worms,0.0868843,0.032929,0
10 C,living worms,0.0919838,0.221814,0
10 C,living worms,0.0876885,0.195126,0
10 C,living worms,0.0928316,0.239485,0
10 C,living worms,0.099072,0.00775068,0
10 C,living worms,0.0785132,0.194803,0
10 C,living worms,0.0822261,0.213408,0
10 C,living worms,0.0725782,0.178207,0
10 C,living worms,0.0955616,0.20772,0
10 C,living worms,0.101807,0.227047,0
10 C,living worms,0.109027,0.224479,0
10 C,living worms,0.0865296,0.00883714,0
10 C,living worms,0.0861939,0.0585805,0
10 C,living worms,0.0945787,0.243358,0
10 C,living worms,0.0954048,0.0597607,0
10 C,living worms,0.0862828,0.0504241,0
10 C,living worms,0.0975623,0.0499002,0
10 C,living worms,0.0868387,0.0545997,0
10 C,living worms,0.106491,0.188491,0
10 C,living worms,0.102628,0.113977,0
10 C,living worms,0.0964424,0.159827,0
10 C,living worms,0.0791448,0.134123,0
10 C,living worms,0.0889052,0.160708,0
10 C,living worms,0.0760619,0.169033,0
10 C,living worms,0.0827469,0.172446,0
10 C,living worms,0.098726,0.207774,0
10 C,living worms,0.103735,0.166599,0
10 C,living worms,0.106176,0.205111,0
10 C,living worms,0.105674,0.23941,0
10 C,living worms,0.10524,0.265866,0
10 C,living worms,0.10363,0.0262266,0
10 C,living worms,0.101185,0.111405,0
10 C,living worms,0.102351,0.198836,0
10 C,living worms,0.0929362,0.175245,0
10 C,living worms,0.0899329,0.118594,0
10 C,living worms,0.0867322,0.233969,0
10 C,living worms,0.097706,0.15079,0
10 C,living worms,0.0808136,0.225736,0
10 C,living worms,0.0918796,0.25811,0
10 C,living worms,0.0971233,0.100654,0
10 C,living worms,0.0850826,0.229088,0
10 C,living worms,0.0836836,0.12133,0
10 C,living worms,0.0857034,0.187984,0
10 C,living worms,0.0850376,0.00693242,0
10 C,living worms,0.0717096,0.00933306,0
10 C,living worms,0.0821642,0.248376,0
10 C,living worms,0.0869706,0.211652,0
10 C,living worms,0.0900263,0.244023,0
10 C,living worms,0.079397,0.204098,0
10 C,living worms,0.0884481,0.220891,0
10 C,living worms,0.0846222,0.172811,0
10 C,living worms,0.0922921,0.182709,0
10 C,living worms,0.0938581,0.115203,0
10 C,living worms,0.10891,0.00490196,0
10 C,living worms,0.0853802,0.109645,0
10 C,living worms,0.0854143,0.0263979,0
10 C,living worms,0.102141,0.0966818,0
10 C,living worms,0.0838649,0.0930485,0
10 C,living worms,0.0841334,0.0245098,0
10 C,living worms,0.100836,0.0960897,0
10 C,living worms,0.110442,0.0337177,0
10 C,living worms,0.124851,0.247212,0
10 C,living worms,0.123635,0.0396915,0
10 C,living worms,0.132924,0.259375,0
10 C,living worms,0.0949604,0.00775068,0
10 C,living worms,0.109605,0.153309,0
10 C,living worms,0.100759,0.0521806,0
10 C,living worms,0.0882525,0.0183824,0
10 C,living worms,0.107234,0.00866552,0
10 C,living worms,0.0813797,0.164462,0
10 C,living worms,0.11265,0.257368,0
10 C,living worms,0.107431,0.142415,0
10 C,living worms,0.0997707,0.24488,0
10 C,living worms,0.0837331,0.225543,0
10 C,living worms,0.100385,0.25051,0
10 C,living worms,0.087678,0.215721,0
10 C,living worms,0.0959041,0.178674,0
10 C,living worms,0.100905,0.249037,0
10 C,living worms,0.103603,0.192811,0
10 C,living worms,0.0947244,0.177764,0
10 C,living worms,0.0940435,0.174058,0
10 C,living worms,0.0966045,0.300148,0
10 C,living worms,0.0995249,0.0159314,0
10 C,living worms,0.0944065,0.173193,0
10 C,living worms,0.0820582,0.0662785,0
10 C,living worms,0.096908,0.00367647,0
10 C,living worms,0.0930911,0.247698,0
10 C,living worms,0.104504,0.0784314,0
10 C,living worms,0.10558,0.057376,0
10 C,living worms,0.105381,0.217064,0
10 C,living worms,0.107094,0.144888,0
10 C,living worms,0.109764,0.0505283,0
10 C,living worms,0.108045,0.0493467,0
10 C,living worms,0.104517,0.106737,0
10 C,living worms,0.0921286,0.150036,0
10 C,living worms,0.107449,0.0526248,0
10 C,living worms,0.0913771,0.0999958,0
10 C,living worms,0.0967957,0.0970616,0
10 C,living worms,0.103765,0.0433623,0
10 C,living worms,0.136768,0.395917,0
10 C,living worms,0.145217,0.0314118,0
10 C,living worms,0.118994,0.209412,0
10 C,living worms,0.109637,0.289509,0
10 C,living worms,0.162588,0.0307107,0
10 C,living worms,0.141867,0.426141,0
10 C,living worms,0.189734,0.421656,4
10 C,living worms,0.20449,0.651843,4
10 C,living worms,0.234593,0.766049,4
10 C,living worms,0.184938,0.632419,4
10 C,living worms,0.190164,0.641776,4
10 C,living worms,0.249329,0.775216,4
10 C,living worms,0.209155,0.683851,3
10 C,living worms,0.24531,0.806845,3
10 C,living worms,0.203521,0.526984,3
10 C,living worms,0.169635,0.43772,3
10 C,living worms,0.213476,0.605635,3
10 C,living worms,0.239542,0.833366,3
10 C,living worms,0.249134,0.706776,3
10 C,living worms,0.21453,0.622647,3
10 C,living worms,0.23931,0.810108,3
10 C,living worms,0.228879,0.714461,2
10 C,living worms,0.25438,0.855791,2
10 C,living worms,0.209236,0.700274,1
10 C,living worms,0.167248,0.537123,1
10 C,living worms,0.167558,0.507832,1
10 C,living worms,0.165446,0.351325,1
10 C,living worms,0.193584,0.5809,1
10 C,living worms,0.170814,0.44308,1
10 C,living worms,0.155365,0.471828,1
10 C,living worms,0.159178,0.382371,1
10 C,living worms,0.160303,0.247616,1
10 C,living worms,0.1309,0.0513245,1
10 C,living worms,0.129852,0.180214,1
10 C,living worms,0.120169,0.156542,1
10 C,living worms,0.109339,0.379249,1
10 C,living worms,0.141101,0.480548,1
10 C,living worms,0.170172,0.403278,1
10 C,living worms,0.129912,0.00866552,1
10 C,living worms,0.204248,0.430916,1
10 C,living worms,0.22454,0.508155,1
10 C,living worms,0.264551,0.882384,1
10 C,living worms,0.249632,0.647784,1
10 C,living worms,0.228794,0.664256,1
10 C,living worms,0.226156,0.485642,1
10 C,living worms,0.213878,0.701944,1
10 C,living worms,0.217176,0.644682,1
10 C,living worms,0.224326,0.667315,1
10 C,living worms,0.183554,0.661769,1
10 C,living worms,0.217996,0.733258,1
10 C,living worms,0.223892,0.730984,1
10 C,living worms,0.217893,0.699782,1
10 C,living worms,0.231005,0.642947,1
10 C,living worms,0.218008,0.676605,1
10 C,living worms,0.219923,0.685088,1
10 C,living worms,0.182836,0.446457,1
10 C,living worms,0.19513,0.574053,1
10 C,living worms,0.186227,0.400827,1
10 C,living worms,0.210368,0.350972,1
10 C,living worms,0.206508,0.387635,1
10 C,living worms,0.197238,0.319588,1
10 C,living worms,0.176963,0.345949,1
10 C,living worms,0.17721,0.257901,1
10 C,living worms,0.182848,0.345695,1
10 C,living worms,0.170303,0.312538,1
10 C,living worms,0.124739,0.479171,1
10 C,living worms,0.144669,0.230421,1
10 C,living worms,0.153619,0.559534,1
10 C,living worms,0.148823,0.336441,1
10 C,living worms,0.149775,0.33719,1
10 C,living worms,0.153827,0.336508,1
10 C,living worms,0.172012,0.57667,1
10 C,living worms,0.167688,0.532034,1
10 C,living worms,0.258381,0.829766,1
10 C,living worms,0.219836,0.768398,1
10 C,living worms,0.240649,0.622299,1
10 C,living worms,0.257791,0.855743,2
10 C,living worms,0.225406,0.797307,2
10 C,living worms,0.285091,0.965819,3
10 C,living worms,0.244192,0.677701,3
10 C,living worms,0.269249,0.89951,3
10 C,living worms,0.276878,0.911448,4
10 C,living worms,0.254729,0.786236,4
10 C,living worms,0.251121,0.862036,4
10 C,living worms,0.254604,0.833698,4
10 C,living worms,0.187235,0.506329,4
10 C,living worms,0.22037,0.506981,4
10 C,living worms,0.209957,0.573594,0
10 C,living worms,0.231304,0.52671,0
10 C,living worms,0.186453,0.641974,0
10 C,living worms,0.205131,0.518029,0
10 C,living worms,0.187374,0.491336,0
10 C,living worms,0.162019,0.419633,0
10 C,living worms,0.161224,0.518662,0
10 C,living worms,0.159412,0.512667,0
10 C,living worms,0.182831,0.532715,0
10 C,living worms,0.193428,0.51821,0
10 C,living worms,0.17795,0.419085,0
10 C,living worms,0.198455,0.30211,0
10 C,living worms,0.199268,0.53453,0
10 C,living worms,0.166322,0.224278,0
10 C,living worms,0.179567,0.238401,0
10 C,living worms,0.191413,0.246107,0
10 C,living worms,0.192462,0.256552,0
